,accommodates,bedrooms,bathrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews
1581,4,1.0,1.0,2.0,69.0,2,5,46
1380,4,1.0,1.0,2.0,80.0,5,31,7
6597,4,1.0,1.0,2.0,100.0,7,1125,0
3724,2,1.0,1.0,1.0,130.0,7,20,53
7786,2,1.0,1.0,1.0,67.0,5,60,213
6171,6,3.0,1.5,4.0,220.0,7,14,3
775,5,2.0,1.5,3.0,90.0,3,14,2
6901,4,3.0,2.5,3.0,205.0,2,20,22
1263,4,1.0,1.0,2.0,70.0,1,1125,138
2216,2,0.0,1.0,2.0,85.0,3,40,131
6429,3,1.0,1.0,2.0,90.0,1,1125,0
2994,2,1.0,1.0,1.0,110.0,2,90,8
518,9,3.0,1.5,5.0,400.0,4,90,76
5539,4,1.0,1.0,2.0,75.0,2,1125,3
7792,2,0.0,1.0,1.0,70.0,3,1125,7
6481,2,1.0,1.0,1.0,80.0,2,1125,0
5039,6,4.0,2.5,5.0,139.0,3,1125,16
7647,4,2.0,1.0,3.0,99.0,1,365,129
7395,1,1.0,1.0,1.0,69.0,7,1125,0
4358,2,1.0,1.0,1.0,90.0,7,1125,1
7151,2,1.0,1.0,1.0,75.0,1,1125,0
4232,2,0.0,1.0,1.0,60.0,2,1125,2
293,2,1.0,1.0,1.0,105.0,2,90,322
876,2,0.0,1.0,1.0,85.0,500,1125,17
6278,3,1.0,1.5,1.0,75.0,15,21,0
566,2,0.0,1.0,1.0,50.0,5,15,135
7679,4,1.0,1.0,2.0,75.0,2,1125,66
3807,5,2.0,1.0,3.0,275.0,5,1125,39
1586,2,1.0,1.0,1.0,110.0,2,60,313
4075,6,4.0,2.0,4.0,290.0,4,1125,3
7546,6,2.0,2.0,5.0,700.0,2,35,3
5349,2,1.0,1.5,1.0,130.0,4,1125,0
338,2,1.0,1.0,1.0,65.0,6,365,119
3058,14,1.0,1.5,8.0,300.0,1,20,117
951,4,2.0,2.0,2.0,150.0,7,365,21
5689,4,1.0,1.0,2.0,60.0,2,1125,0
11,2,1.0,1.0,1.0,100.0,7,90,13
5670,9,4.0,3.0,6.0,290.0,5,1125,1
168,4,1.0,1.0,2.0,95.0,1,30,239
1185,4,1.0,1.0,2.0,40.0,7,15,2
5659,2,1.0,1.0,1.0,80.0,1,1125,0
4825,4,1.0,1.0,2.0,110.0,7,30,4
3142,2,0.0,0.5,1.0,42.0,5,1125,93
1288,4,1.0,1.0,1.0,98.0,2,1125,33
5376,2,1.0,1.0,1.0,50.0,2,1125,31
4554,4,1.0,1.0,2.0,100.0,4,21,18
4152,2,1.0,1.0,1.0,110.0,2,3,4
3273,2,1.0,1.0,1.0,70.0,2,1125,8
3056,4,1.0,1.0,2.0,69.0,2,305,194
7864,3,1.0,1.0,2.0,90.0,3,15,0
3918,2,0.0,1.0,1.0,60.0,6,1125,2
5686,2,1.0,1.0,1.0,100.0,2,1125,21
3383,3,1.0,1.0,2.0,130.0,7,90,23
4368,4,1.0,1.0,2.0,60.0,4,365,16
7042,2,0.0,1.0,1.0,60.0,3,30,301
255,2,1.0,1.0,1.0,35.0,20,1125,12
1788,3,1.0,1.0,2.0,40.0,2,31,5
1705,2,1.0,1.0,2.0,150.0,5,90,47
